Number Plate OCR Evaluation
============================

Total Images Checked: 875
Accuracy: 0.1909

Detailed Classification Report:
                      precision    recall  f1-score   support

                           0.00      0.00      0.00         0
          RJ14CX7671       0.00      0.00      0.00         1
          RJ14CX9236       0.00      0.00      0.00         1
          RJ14CX9884       0.00      0.00      0.00         1
          RJ14CY0301       0.00      0.00      0.00         2
          RJ14CY2297       0.00      0.00      0.00         1
          RJ14CY2654       1.00      1.00      1.00         1
          RJ14CY2837       0.00      0.00      0.00         1
          RJ14CY3589       0.00      0.00      0.00         1
          RJ14CY4327       0.00      0.00      0.00         1
          RJ14CY5022       0.00      0.00      0.00         1
          RJ14CY5251       0.00      0.00      0.00         2
          RJ14CY6163       1.00      1.00      1.00         1
          RJ14CY7851       1.00      1.00      1.00         1
          RJ14CY9956       0.00      0.00      0.00         1
          RJ14CZ1668       0.00      0.00      0.00         1
          RJ14CZ3108       0.00      0.00      0.00         1
          RJ14CZ3493       0.00      0.00      0.00         1
          RJ14CZ5755       0.00      0.00      0.00         1
          RJ14CZ6795       0.00      0.00      0.00         1
         RJ14CZ6795|       0.00      0.00      0.00         0
          RJ14CZ8472       0.00      0.00      0.00         1
          RJ14CZ8986       0.00      0.00      0.00         1
          RJ14C¥6797       0.00      0.00      0.00         0
         RJ14KC8560§       0.00      0.00      0.00         0
        RJ14LC02314)       0.00      0.00      0.00         0
          RJ14LC2314       0.00      0.00      0.00         1
          RJ14LC2878       0.00      0.00      0.00         1
          RJ14LC3054       1.00      1.00      1.00         1
          RJ14LC4382       0.00      0.00      0.00         1
          RJ14LC4620       0.00      0.00      0.00         1
         RJ14LC4620!       0.00      0.00      0.00         0
          RJ14LC6851       0.00      0.00      0.00         1
          RJ14LC7020       1.00      1.00      1.00         1
          RJ14LC9273       0.00      0.00      0.00         1
          RJ14LC9745       0.00      0.00      0.00         1
         RJ14L€2878]       0.00      0.00      0.00         0
          RJ14NC3343       0.00      0.00      0.00         1
          RJ14NC3463       0.00      0.00      0.00         1
         RJ14NC3463)       0.00      0.00      0.00         0
          RJ14NC5923       0.00      0.00      0.00         1
          RJ14NC8560       0.00      0.00      0.00         1
          RJ14NC9499       1.00      1.00      1.00         2
          RJ14QC0039       0.00      0.00      0.00         1
          RJ14QC1197       0.00      0.00      0.00         1
          RJ14QC2077       0.00      0.00      0.00         1
          RJ14QC2447       0.00      0.00      0.00         1
          RJ14QC2466       0.00      0.00      0.00         1
          RJ14QC5325       0.00      0.00      0.00         1
          RJ14QC5546       0.00      0.00      0.00         1
          RJ14QC8708       0.00      0.00      0.00         1
          RJ14TA6551       0.00      0.00      0.00         1
          RJ14TB1265       0.00      0.00      0.00         1
          RJ14TB1532       0.00      0.00      0.00         2
          RJ14TB3340       0.00      0.00      0.00         1
          RJ14TB4095       0.00      0.00      0.00         1
          RJ14TB7210       0.00      0.00      0.00         1
          RJ14TB7738       0.00      0.00      0.00         1
          RJ14TB9315       0.00      0.00      0.00         2
          RJ14TB9803       0.00      0.00      0.00         1
          RJ14TD0050       0.00      0.00      0.00         1
          RJ14TD0733       0.00      0.00      0.00         1
          RJ14TD0741       0.00      0.00      0.00         1
          RJ14TD0908       0.00      0.00      0.00         1
         RJ14TD0908!       0.00      0.00      0.00         0
          RJ14TD4148       0.00      0.00      0.00         1
          RJ14TD5707       0.00      0.00      0.00         1
          RJ14TD7268       0.00      0.00      0.00         1
          RJ14TE0516       0.00      0.00      0.00         1
          RJ14TE2234       0.00      0.00      0.00         1
          RJ14TE2451       0.00      0.00      0.00         1
          RJ14TE2837       0.00      0.00      0.00         1
          RJ14TE3395       0.00      0.00      0.00         1
          RJ14TE9879       0.00      0.00      0.00         1
          RJ14U02000       0.00      0.00      0.00         0
          RJ14UB3506       0.00      0.00      0.00         1
          RJ14UC8718       1.00      1.00      1.00         1
          RJ14UD1332       0.00      0.00      0.00         1
          RJ14UD1659       0.00      0.00      0.00         2
          RJ14UD5383       1.00      1.00      1.00         1
          RJ14UD8337       1.00      1.00      1.00         1
          RJ14UD9814       1.00      1.00      1.00         1
          RJ14UE2634       0.00      0.00      0.00         1
          RJ14UE5517       1.00      1.00      1.00         1
          RJ14UE5553       0.00      0.00      0.00         1
          RJ14UE7081       0.00      0.00      0.00         0
          RJ14UE7301       1.00      1.00      1.00         1
          RJ14UE9133       0.00      0.00      0.00         0
          RJ14UF0093       1.00      1.00      1.00         1
          RJ14UF1632       0.00      0.00      0.00         1
          RJ14UF3853       0.00      0.00      0.00         1
          RJ14UF3893       0.00      0.00      0.00         0
          RJ14UF7821       0.00      0.00      0.00         1
          RJ14UF8669       0.00      0.00      0.00         1
          RJ14UG4439       0.00      0.00      0.00         1
          RJ14UG5091       1.00      1.00      1.00         1
          RJ14UG5129       0.00      0.00      0.00         1
         RJ14UG64439       0.00      0.00      0.00         0
         RJ14UG69738       0.00      0.00      0.00         0
          RJ14UG8203       0.00      0.00      0.00         0
          RJ14UG8209       0.00      0.00      0.00         1
          RJ14UG8714       0.00      0.00      0.00         1
          RJ14UG8787       0.00      0.00      0.00         1
         RJ14UG8787|       0.00      0.00      0.00         0
          RJ14UG9174       0.00      0.00      0.00         1
          RJ14UG9738       0.00      0.00      0.00         1
          RJ14UH0270       0.00      0.00      0.00         1
          RJ14UH0436       0.00      0.00      0.00         1
          RJ14UH1563       0.00      0.00      0.00         1
          RJ14UH4591       0.00      0.00      0.00         1
          RJ14UH4783       0.00      0.00      0.00         1
          RJ14UH5605       0.00      0.00      0.00         1
          RJ14UH6123       0.00      0.00      0.00         1
          RJ14UH6989       1.00      1.00      1.00         1
          RJ14UH7046       0.00      0.00      0.00         1
         RJ14UH7046|       0.00      0.00      0.00         0
          RJ14UH7747       0.00      0.00      0.00         0
          RJ14UH9149       0.00      0.00      0.00         1
         RJ14UHO436)       0.00      0.00      0.00         0
          RJ14UHZ591       0.00      0.00      0.00         0
          RJ14UJ0242       1.00      1.00      1.00         1
          RJ14UJ0992       1.00      1.00      1.00         1
          RJ14UJ2908       1.00      1.00      1.00         1
          RJ14UJ7600       0.00      0.00      0.00         0
          RJ14UK3738       0.00      0.00      0.00         1
          RJ14UL4748       0.00      0.00      0.00         1
          RJ14VC1266       0.00      0.00      0.00         1
          RJ14VC2665       0.00      0.00      0.00         1
          RJ14VC4128       0.00      0.00      0.00         1
          RJ14VC4705       0.00      0.00      0.00         1
          RJ14VC5005       0.00      0.00      0.00         1
          RJ14VC5878       0.00      0.00      0.00         1
          RJ14VC7282       0.00      0.00      0.00         1
         RJ14VC7282)       0.00      0.00      0.00         0
          RJ14VC9553       0.00      0.00      0.00         1
         RJ14V¥C4128       0.00      0.00      0.00         0
        RJ14V¥C5005!       0.00      0.00      0.00         0
          RJ14WC0195       1.00      1.00      1.00         1
          RJ14WC0885       0.00      0.00      0.00         1
          RJ14WC1303       0.00      0.00      0.00         1
          RJ14WC1332       1.00      1.00      1.00         1
          RJ14WC2203       0.00      0.00      0.00         1
          RJ14WC2831       1.00      1.00      1.00         1
          RJ14WC6764       0.00      0.00      0.00         1
          RJ14WC7009       1.00      1.00      1.00         1
          RJ14WC7432       0.00      0.00      0.00         1
         RJ14WC7432|       0.00      0.00      0.00         0
          RJ14WC8821       0.00      0.00      0.00         1
          RJ14WC9272       0.00      0.00      0.00         1
         RJ14WC9272,       0.00      0.00      0.00         0
          RJ14WC9541       0.00      0.00      0.00         1
          RJ14WC9782       0.00      0.00      0.00         2
         RJ14WC9782'       0.00      0.00      0.00         0
         RJ14WC9782|       0.00      0.00      0.00         0
          RJ14XC1164       0.00      0.00      0.00         1
          RJ14XC1470       1.00      1.00      1.00         1
          RJ14XC2773       1.00      1.00      1.00         1
          RJ14XC3991       0.00      0.00      0.00         1
          RJ14XC5078       1.00      1.00      1.00         1
          RJ14XC5212       0.00      0.00      0.00         1
          RJ14XC5483       0.00      0.00      0.00         1
         RJ14XC5483}       0.00      0.00      0.00         0
          RJ14XC6684       0.00      0.00      0.00         1
          RJ14XC6954       0.00      0.00      0.00         2
          RJ14XC9225       1.00      1.00      1.00         1
          RJ14XC9775       0.00      0.00      0.00         1
          RJ14YC1396       0.00      0.00      0.00         1
          RJ14YC1606       1.00      1.00      1.00         1
          RJ14YC3368       1.00      1.00      1.00         1
          RJ14YC4911       0.00      0.00      0.00         1
          RJ14YC6644       0.00      0.00      0.00         1
          RJ14YC7453       1.00      1.00      1.00         1
          RJ14YC7682       0.00      0.00      0.00         2
         RJ14YC7682!       0.00      0.00      0.00         0
          RJ14YC7926       0.00      0.00      0.00         1
          RJ14YC8239       0.00      0.00      0.00         1
          RJ14YC9793       1.00      1.00      1.00         1
          RJ14YC9818       1.00      1.00      1.00         1
          RJ14ZC2864       1.00      1.00      1.00         1
          RJ14ZC2898       0.00      0.00      0.00         2
          RJ14ZC4023       0.00      0.00      0.00         1
          RJ14ZC6072       0.00      0.00      0.00         1
          RJ14ZC6586       0.00      0.00      0.00         1
          RJ14ZC7793       0.00      0.00      0.00         1
          RJ14ZC8007       0.00      0.00      0.00         1
         RJ14_CM1812       0.00      0.00      0.00         0
          RJ14¥C5878       0.00      0.00      0.00         0
          RJ15UA1189       0.00      0.00      0.00         1
         RJ1740C8708       0.00      0.00      0.00         0
          RJ18CA7887       0.00      0.00      0.00         1
          RJ18CA7897       0.00      0.00      0.00         0
          RJ18CB4911       0.00      0.00      0.00         1
          RJ18CD2193       1.00      1.00      1.00         1
          RJ18CD3382       0.00      0.00      0.00         1
         RJ18CD3382}       0.00      0.00      0.00         0
          RJ18CE4818       0.00      0.00      0.00         1
          RJ18CE5772       0.00      0.00      0.00         1
          RJ18TA2689       0.00      0.00      0.00         1
          RJ18UC0731       0.00      0.00      0.00         1
         RJ18UC0731)       0.00      0.00      0.00         0
          RJ19CC8131       0.00      0.00      0.00         1
         RJ19CC8131|       0.00      0.00      0.00         0
          RJ19CE1032       0.00      0.00      0.00         1
          RJ19CE6441       0.00      0.00      0.00         1
          RJ19CH8577       1.00      1.00      1.00         1
          RJ19CJ4588       1.00      1.00      1.00         1
          RJ19TA0994       0.00      0.00      0.00         1
         RJ1A4CV1286       0.00      0.00      0.00         0
         RJ1A4CX6821       0.00      0.00      0.00         0
         RJ1A4VC3804       0.00      0.00      0.00         0
         RJ1AC00560}       0.00      0.00      0.00         0
          RJ1ACF7683       0.00      0.00      0.00         0
          RJ1ACT9149       0.00      0.00      0.00         0
         RJ1ANC3343.       0.00      0.00      0.00         0
          RJ1AUD9814       0.00      0.00      0.00         0
          RJ1AXC399!       0.00      0.00      0.00         0
         RJ1AXC5212|       0.00      0.00      0.00         0
          RJ1AYCA911       0.00      0.00      0.00         0
          RJ1B1A2689       0.00      0.00      0.00         0
          RJ1D707459       0.00      0.00      0.00         0
         RJ1TANC5923       0.00      0.00      0.00         0
           RJ1ZC9897       0.00      0.00      0.00         1
          RJ1ZCA7Z06       0.00      0.00      0.00         0
          RJ1ZCN3290       0.00      0.00      0.00         0
         RJ1ZCP3701)       0.00      0.00      0.00         0
         RJ1ZULL7£8}       0.00      0.00      0.00         0
          RJ20C67279       0.00      0.00      0.00         0
          RJ20CB5507       1.00      1.00      1.00         1
          RJ20CD2031       0.00      0.00      0.00         1
          RJ20CF1019       0.00      0.00      0.00         1
          RJ20CF3549       0.00      0.00      0.00         1
          RJ20CF9232       1.00      1.00      1.00         1
          RJ20CG7278       0.00      0.00      0.00         1
          RJ20CH0018       1.00      1.00      1.00         1
          RJ21CA5505       0.00      0.00      0.00         1
          RJ21CB3598       0.00      0.00      0.00         1
         RJ21CB3598|       0.00      0.00      0.00         0
          RJ21CB9889       1.00      1.00      1.00         1
          RJ21UA6951       1.00      1.00      1.00         1
          RJ21UG0044       0.00      0.00      0.00         1
          RJ21UGO044       0.00      0.00      0.00         0
          RJ22UB1551       1.00      1.00      1.00         1
          RJ23CC3290       1.00      0.50      0.67         2
          RJ23CC9808       0.00      0.00      0.00         1
          RJ23CF0191       1.00      1.00      1.00         2
          RJ23CH0055       1.00      1.00      1.00         1
          RJ23UA4493       0.00      0.00      0.00         1
         RJ23UA4493)       0.00      0.00      0.00         0
          RJ23UB6081       0.00      0.00      0.00         1
         RJ23UB6081]       0.00      0.00      0.00         0
          RJ25CA2829       0.00      0.00      0.00         1
          RJ25CA7177       0.00      0.00      0.00         1
          RJ27061232       0.00      0.00      0.00         0
          RJ27CD0805       1.00      0.50      0.67         2
          RJ27CF1140       0.00      0.00      0.00         1
          RJ27CF8975       1.00      1.00      1.00         1
          RJ27CG1234       0.00      0.00      0.00         1
          RJ27CH0374       0.00      0.00      0.00         1
         RJ27CHO374)       0.00      0.00      0.00         0
          RJ27TA1143       0.00      0.00      0.00         1
          RJ29CA5938       0.00      0.00      0.00         2
         RJ29CA5938)       0.00      0.00      0.00         0
          RJ29CA7848       0.00      0.00      0.00         1
          RJ30CA9288       0.00      0.00      0.00         1
         RJ30CA9288)       0.00      0.00      0.00         0
          RJ32CA6/03       0.00      0.00      0.00         0
          RJ32CA6709       0.00      0.00      0.00         1
         RJ34C46992]       0.00      0.00      0.00         0
          RJ34CA6874       0.00      0.00      0.00         0
          RJ34CA6992       0.00      0.00      0.00         1
          RJ36CA7025       0.00      0.00      0.00         1
          RJ40CA1097       0.00      0.00      0.00         1
          RJ40CA7299       0.00      0.00      0.00         1
          RJ40UA1802       0.00      0.00      0.00         1
          RJ41CA2238       0.00      0.00      0.00         1
          RJ41UA2827       0.00      0.00      0.00         1
          RJ42CA1091       1.00      1.00      1.00         1
          RJ42CA2609       0.00      0.00      0.00         1
          RJ44CA2231       0.00      0.00      0.00         1
          RJ44CA5682       0.00      0.00      0.00         2
         RJ44CH5905|       0.00      0.00      0.00         0
         RJ45060374)       0.00      0.00      0.00         0
         RJ45C$9822}       0.00      0.00      0.00         0
          RJ45C00229       0.00      0.00      0.00         0
         RJ45C03586}       0.00      0.00      0.00         0
          RJ45C04036       0.00      0.00      0.00         0
         RJ45C09259|       0.00      0.00      0.00         0
          RJ45C13790       0.00      0.00      0.00         0
          RJ45C17135       0.00      0.00      0.00         0
          RJ45C55888       0.00      0.00      0.00         0
          RJ45C68553       0.00      0.00      0.00         0
         RJ45C68893}       0.00      0.00      0.00         0
          RJ45C69447       0.00      0.00      0.00         0
          RJ45CA2095       1.00      1.00      1.00         1
          RJ45CA2953       0.00      0.00      0.00         1
          RJ45CA3018       1.00      1.00      1.00         2
          RJ45CA3146       0.00      0.00      0.00         1
          RJ45CD0869       0.00      0.00      0.00         1
          RJ45CD2088       0.00      0.00      0.00         1
          RJ45CD2266       0.00      0.00      0.00         1
          RJ45CD2364       1.00      1.00      1.00         1
          RJ45CD2368       0.00      0.00      0.00         1
          RJ45CD4723       0.00      0.00      0.00         1
          RJ45CD5488       0.00      0.00      0.00         1
          RJ45CD5708       0.00      0.00      0.00         1
          RJ45CD8518       0.00      0.00      0.00         1
          RJ45CD9304       0.00      0.00      0.00         1
         RJ45CD9304)       0.00      0.00      0.00         0
          RJ45CE2714       0.00      0.00      0.00         1
          RJ45CE3482       0.00      0.00      0.00         1
          RJ45CE4246       1.00      1.00      1.00         1
          RJ45CE4794       0.00      0.00      0.00         1
          RJ45CE5167       0.00      0.00      0.00         1
          RJ45CE6832       0.00      0.00      0.00         1
         RJ45CE6832'       0.00      0.00      0.00         0
          RJ45CE6848       0.00      0.00      0.00         1
          RJ45CE6928       1.00      0.50      0.67         2
          RJ45CE7429       0.00      0.00      0.00         1
          RJ45CE8988       0.00      0.00      0.00         1
          RJ45CE9904       0.00      0.00      0.00         1
          RJ45CESICZ       0.00      0.00      0.00         0
          RJ45CF1106       0.00      0.00      0.00         2
          RJ45CF1633       0.00      0.00      0.00         1
          RJ45CF2591       0.00      0.00      0.00         1
          RJ45CF4478       0.00      0.00      0.00         1
          RJ45CF5484       0.00      0.00      0.00         1
          RJ45CF6659       1.00      1.00      1.00         1
          RJ45CF6777       0.00      0.00      0.00         1
          RJ45CF7325       1.00      0.50      0.67         2
         RJ45CF7325)       0.00      0.00      0.00         0
          RJ45CF8413       1.00      1.00      1.00         1
          RJ45CF9239       0.00      0.00      0.00         1
          RJ45CG0374       0.00      0.00      0.00         1
          RJ45CG6212       0.00      0.00      0.00         1
          RJ45CG7702       0.00      0.00      0.00         1
          RJ45CG7977       0.00      0.00      0.00         1
          RJ45CG8553       0.00      0.00      0.00         1
          RJ45CG8893       0.00      0.00      0.00         1
          RJ45CG8948       0.00      0.00      0.00         1
          RJ45CG9447       0.00      0.00      0.00         1
         RJ45CH0383}       0.00      0.00      0.00         0
          RJ45CH1213       0.00      0.00      0.00         1
          RJ45CH2013       0.00      0.00      0.00         0
          RJ45CH2533       1.00      0.50      0.67         2
          RJ45CH2582       0.00      0.00      0.00         1
          RJ45CH3180       0.00      0.00      0.00         1
          RJ45CH4066       0.00      0.00      0.00         2
          RJ45CH4653       0.00      0.00      0.00         0
          RJ45CH5898       1.00      0.50      0.67         2
          RJ45CH6201       0.00      0.00      0.00         1
          RJ45CH7489       0.00      0.00      0.00         1
          RJ45CH8269       0.00      0.00      0.00         1
          RJ45CH8643       0.00      0.00      0.00         1
          RJ45CJ0248       1.00      1.00      1.00         1
          RJ45CJ0910       0.00      0.00      0.00         1
          RJ45CJ1430       0.00      0.00      0.00         1
          RJ45CJ1568       0.00      0.00      0.00         1
          RJ45CJ3251       0.00      0.00      0.00         1
         RJ45CJ3253)       0.00      0.00      0.00         0
          RJ45CJ4569       0.00      0.00      0.00         1
          RJ45CJ4912       0.00      0.00      0.00         1
          RJ45CJ5888       0.00      0.00      0.00         1
          RJ45CJ6185       0.00      0.00      0.00         1
          RJ45CJ6486       0.00      0.00      0.00         1
          RJ45CJ6596       1.00      0.50      0.67         2
          RJ45CJ7465       1.00      0.50      0.67         2
         RJ45CJ7465,       0.00      0.00      0.00         0
          RJ45CJ8172       1.00      1.00      1.00         1
          RJ45CJ8382       1.00      1.00      1.00         1
          RJ45CK0487       0.00      0.00      0.00         1
          RJ45CK4536       0.00      0.00      0.00         1
          RJ45CK5666       0.00      0.00      0.00         1
          RJ45CK6065       0.00      0.00      0.00         1
          RJ45CK7827       0.00      0.00      0.00         1
          RJ45CK8330       1.00      1.00      1.00         2
          RJ45CK8999       1.00      1.00      1.00         1
         RJ45CL.4097       0.00      0.00      0.00         0
          RJ45CL1273       0.00      0.00      0.00         1
          RJ45CL2546       0.00      0.00      0.00         2
          RJ45CL4097       0.00      0.00      0.00         2
          RJ45CL4748       0.00      0.00      0.00         1
          RJ45CL6572       0.00      0.00      0.00         1
          RJ45CL6649       0.00      0.00      0.00         1
          RJ45CL7067       0.00      0.00      0.00         1
          RJ45CL7121       0.00      0.00      0.00         1
         RJ45CL7121|       0.00      0.00      0.00         0
          RJ45CL7457       0.00      0.00      0.00         0
          RJ45CL7767       0.00      0.00      0.00         1
          RJ45CL7917       0.00      0.00      0.00         1
          RJ45CL8141       0.00      0.00      0.00         1
          RJ45CL9891       1.00      1.00      1.00         1
          RJ45CL9939       0.00      0.00      0.00         0
          RJ45CM0383       0.00      0.00      0.00         1
          RJ45CM1278       0.00      0.00      0.00         1
          RJ45CM2647       0.00      0.00      0.00         1
          RJ45CM2886       0.00      0.00      0.00         1
          RJ45CM4771       0.00      0.00      0.00         1
          RJ45CM4942       0.00      0.00      0.00         1
          RJ45CM6663       0.00      0.00      0.00         1
          RJ45CM6777       0.00      0.00      0.00         1
          RJ45CM6898       0.00      0.00      0.00         1
          RJ45CM8976       0.00      0.00      0.00         1
          RJ45CM9091       0.00      0.00      0.00         1
          RJ45CM9590       0.00      0.00      0.00         1
          RJ45CN0022       0.00      0.00      0.00         1
          RJ45CN0340       0.00      0.00      0.00         1
         RJ45CN1278|       0.00      0.00      0.00         0
          RJ45CN1428       0.00      0.00      0.00         2
          RJ45CN2244       0.00      0.00      0.00         1
          RJ45CN2371       0.00      0.00      0.00         1
          RJ45CN2934       1.00      1.00      1.00         1
          RJ45CN3445       0.00      0.00      0.00         1
         RJ45CN4079)       0.00      0.00      0.00         0
         RJ45CN4771!       0.00      0.00      0.00         0
          RJ45CN5222       0.00      0.00      0.00         1
          RJ45CN8319       1.00      1.00      1.00         1
         RJ45CN9590]       0.00      0.00      0.00         0
          RJ45CN9693       0.00      0.00      0.00         1
          RJ45CP0711       0.00      0.00      0.00         1
          RJ45CP1665       0.00      0.00      0.00         1
          RJ45CP1891       0.00      0.00      0.00         1
          RJ45CP2845       0.00      0.00      0.00         1
          RJ45CP2856       0.00      0.00      0.00         0
          RJ45CP5152       1.00      1.00      1.00         1
          RJ45CP5704       0.00      0.00      0.00         1
          RJ45CP5873       0.00      0.00      0.00         1
          RJ45CP6364       0.00      0.00      0.00         1
          RJ45CP6844       0.00      0.00      0.00         1
          RJ45CP7980       0.00      0.00      0.00         1
         RJ45CP7980]       0.00      0.00      0.00         0
          RJ45CP8366       0.00      0.00      0.00         1
          RJ45CP9339       0.00      0.00      0.00         1
          RJ45CQ0229       0.00      0.00      0.00         1
          RJ45CQ3586       0.00      0.00      0.00         1
          RJ45CQ4036       0.00      0.00      0.00         1
          RJ45CQ5065       0.00      0.00      0.00         1
          RJ45CQ7703       0.00      0.00      0.00         1
          RJ45CQ9259       0.00      0.00      0.00         1
          RJ45CR1451       0.00      0.00      0.00         1
          RJ45CR1777       0.00      0.00      0.00         1
          RJ45CR2576       0.00      0.00      0.00         1
          RJ45CR5880       0.00      0.00      0.00         1
         RJ45CR5880)       0.00      0.00      0.00         0
          RJ45CR6853       0.00      0.00      0.00         1
          RJ45CR8895       0.00      0.00      0.00         1
          RJ45CS0617       0.00      0.00      0.00         1
          RJ45CS0638       0.00      0.00      0.00         1
          RJ45CS2356       0.00      0.00      0.00         1
          RJ45CS4085       0.00      0.00      0.00         1
          RJ45CS4737       0.00      0.00      0.00         1
          RJ45CS5230       0.00      0.00      0.00         1
          RJ45CS5339       0.00      0.00      0.00         1
          RJ45CS6794       0.00      0.00      0.00         1
          RJ45CS7352       1.00      1.00      1.00         1
          RJ45CS7817       0.00      0.00      0.00         1
          RJ45CS8071       0.00      0.00      0.00         0
          RJ45CS9822       0.00      0.00      0.00         1
          RJ45CT1012       1.00      1.00      1.00         1
          RJ45CT1436       1.00      1.00      1.00         1
          RJ45CT1885       0.00      0.00      0.00         1
          RJ45CT3022       0.00      0.00      0.00         1
          RJ45CT3790       0.00      0.00      0.00         2
          RJ45CT4169       0.00      0.00      0.00         1
          RJ45CT4817       0.00      0.00      0.00         1
          RJ45CT4953       0.00      0.00      0.00         1
          RJ45CT6204       0.00      0.00      0.00         1
          RJ45CT6689       0.00      0.00      0.00         1
          RJ45CT7135       0.00      0.00      0.00         1
          RJ45CT7757       0.00      0.00      0.00         1
          RJ45CT9496       1.00      1.00      1.00         1
          RJ45CT9803       1.00      1.00      1.00         1
          RJ45CT9942       1.00      1.00      1.00         1
          RJ45CU0611       0.00      0.00      0.00         1
          RJ45CU0891       0.00      0.00      0.00         1
          RJ45CU1237       0.00      0.00      0.00         1
          RJ45CU1897       0.00      0.00      0.00         1
          RJ45CU2324       0.00      0.00      0.00         1
          RJ45CU3368       0.00      0.00      0.00         1
          RJ45CU3690       0.00      0.00      0.00         1
          RJ45CU4152       0.00      0.00      0.00         0
          RJ45CU4154       0.00      0.00      0.00         1
          RJ45CU4981       1.00      1.00      1.00         1
          RJ45CU5747       0.00      0.00      0.00         1
          RJ45CU7408       0.00      0.00      0.00         1
          RJ45CU8299       0.00      0.00      0.00         1
          RJ45CV0109       1.00      1.00      1.00         1
          RJ45CV1494       1.00      1.00      1.00         1
          RJ45CV6466       1.00      1.00      1.00         1
          RJ45CV6605       0.00      0.00      0.00         1
          RJ45CW0091       0.00      0.00      0.00         1
         RJ45SCD2266       0.00      0.00      0.00         0
          RJ47CA3067       0.00      0.00      0.00         1
          RJ47CA4777       0.00      0.00      0.00         1
          RJ47TA0050       0.00      0.00      0.00         1
          RJ47TA0568       0.00      0.00      0.00         1
          RJ47UB0221       1.00      1.00      1.00         1
          RJ49CA3195       1.00      0.50      0.67         2
          RJ4SCH2582       0.00      0.00      0.00         0
         RJ4SCH40665       0.00      0.00      0.00         0
         RJ4SCIE486,       0.00      0.00      0.00         0
          RJ4SCNO760       0.00      0.00      0.00         0
         RJ4Z5CT4953       0.00      0.00      0.00         0
         RJ98CA6767|       0.00      0.00      0.00         0
        RJA45CJ4912)       0.00      0.00      0.00         0
         RJA45CR6853       0.00      0.00      0.00         0
          RJA5CH5898       0.00      0.00      0.00         0
          RJA5CH8643       0.00      0.00      0.00         0
          RJA5CH8976       0.00      0.00      0.00         0
          RJA5CJ4569       0.00      0.00      0.00         0
         RJA5CJ5979)       0.00      0.00      0.00         0
          RJA5CJ6185       0.00      0.00      0.00         0
          RJA5CJ6596       0.00      0.00      0.00         0
         RJA5CK0487]       0.00      0.00      0.00         0
          RJA5CKA536       0.00      0.00      0.00         0
          RJA5CL4097       0.00      0.00      0.00         0
          RJA5CS4085       0.00      0.00      0.00         0
         RJA5CT6689|       0.00      0.00      0.00         0
          RJA5CU0611       0.00      0.00      0.00         0
         RJA5CU7408)       0.00      0.00      0.00         0
          RJA7TA0050       0.00      0.00      0.00         0
            RJABCPOI       0.00      0.00      0.00         0
          RJABCS2300       0.00      0.00      0.00         0
           RJACYS022       0.00      0.00      0.00         0
          RJAOCA7299       0.00      0.00      0.00         0
          RJASCEL794       0.00      0.00      0.00         0
         RJASCHE2011       0.00      0.00      0.00         0
         RJASCL2546,       0.00      0.00      0.00         0
          RJASCP8366       0.00      0.00      0.00         0
         RJASCR8895'       0.00      0.00      0.00         0
          RJASCRI777       0.00      0.00      0.00         0
            RJCM2566       0.00      0.00      0.00         0
          RJESCUI897       0.00      0.00      0.00         0
         RJG4CA5682Z       0.00      0.00      0.00         0
          RJI4CE8805       0.00      0.00      0.00         0
          RJI<CAS687       0.00      0.00      0.00         0
          RJIACLS486       0.00      0.00      0.00         0
          RJIADC2447       0.00      0.00      0.00         0
          RJIAV0O129       0.00      0.00      0.00         0
          RJIAXC6954       0.00      0.00      0.00         0
          RJILCT0519       0.00      0.00      0.00         0
         RJIT4UF1632       0.00      0.00      0.00         0
          RJIZCF9305       0.00      0.00      0.00         0
          RJIZCPE854       0.00      0.00      0.00         0
          RJIZTE2837       0.00      0.00      0.00         0
         RJIZYC6644)       0.00      0.00      0.00         0
          RJIZYC7926       0.00      0.00      0.00         0
          RJL5CF8419       0.00      0.00      0.00         0
          RJL5CH3180       0.00      0.00      0.00         0
          RJLACW9269       0.00      0.00      0.00         0
          RJLSCE3L82       0.00      0.00      0.00         0
          RJLSCH6898       0.00      0.00      0.00         0
        RJLSCL706/7I       0.00      0.00      0.00         0
         RJLSCLES72)       0.00      0.00      0.00         0
         RJO1CD3307'       0.00      0.00      0.00         0
         RJO2CB9902'       0.00      0.00      0.00         0
         RJO3CA8807|       0.00      0.00      0.00         0
          RJO3CB099Z       0.00      0.00      0.00         0
         RJO6CC2305|       0.00      0.00      0.00         0
          RJO7CD4085       0.00      0.00      0.00         0
         RJO7CD5141|       0.00      0.00      0.00         0
          RJO7UC4983       0.00      0.00      0.00         0
          RJOGUAS743       0.00      0.00      0.00         0
          RJT4CG1753       0.00      0.00      0.00         0
          RJT4CU5539       0.00      0.00      0.00         0
          RJT4XC6684       0.00      0.00      0.00         0
          RJTACK3188       0.00      0.00      0.00         0
          RJTACY9059       0.00      0.00      0.00         0
         RJTAWC1303)       0.00      0.00      0.00         0
          RJTAXC6954       0.00      0.00      0.00         0
          RJVACX1444       0.00      0.00      0.00         0
          RJVACY2297       0.00      0.00      0.00         0
         RJVACY9956)       0.00      0.00      0.00         0
         RJZ20CF1019       0.00      0.00      0.00         0
          RJZ4045682       0.00      0.00      0.00         0
         RJZ45CD2088       0.00      0.00      0.00         0
